category,score,course,teacher,college,avg_gpa,sample_count,teacher_score,rating_count,checkin_ratio,relevance,risk,course_easy,course_hard,url
跨专业低风险,70.1,中国古代文学史Ⅱ,杨琼,人文学院,4.56,298,9.62,35,0.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6668/
跨专业低风险,69.8,社会调查,李冬雪,光华法学院,4.93,126,6.47,31,64.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4964/
跨专业低风险,69.8,社会学入门（H）,郦菁,公共管理学院,4.39,179,9.65,38,15.8,跨专业,0,6.5,0.0,https://chalaoshi.de/t/5779/
跨专业低风险,69.7,媒介经营管理,吴赟,传媒与国际文化学院,4.62,427,9.73,97,26.8,跨专业,0,1.0,2.2,https://chalaoshi.de/t/3614/
跨专业低风险,69.6,哲学导论,陈玮,医学院,4.84,54,9.34,18,5.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2337/
跨专业低风险,69.6,创业管理,沈睿,计算机科学与技术学院,4.45,192,9.97,440,44.3,跨专业,0,1.5,0.0,https://chalaoshi.de/t/350/
跨专业低风险,69.5,中国共产党历史,尤云弟,思想政治理论教学科研部,4.35,500,9.98,678,35.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3735/
跨专业低风险,69.3,当前文化现象与文学热点研究,翟业军,人文学院,4.52,286,9.1,188,8.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4316/
跨专业低风险,69.2,计算医疗,黄正行,生物医学工程与仪器科学学院,4.68,133,9.38,38,15.8,跨专业,0,5.0,4.4,https://chalaoshi.de/t/3761/
跨专业低风险,69.2,设计艺术概论,李承华,人文学院,4.4,144,9.7,46,21.7,跨专业,0,9.0,0.0,https://chalaoshi.de/t/1194/
跨专业低风险,69.1,跆拳道,王大庆,公共体育与艺术部,4.59,500,9.94,237,94.5,跨专业,0,11.5,3.6,https://chalaoshi.de/t/1746/
跨专业低风险,69.1,打开艺术之门——钢琴,陈列,公共体育与艺术部,4.39,447,9.88,499,44.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/194/
跨专业低风险,69.0,法学基础,梁清华,思想政治理论教学科研部,4.45,500,9.87,904,54.3,跨专业,0,18.0,0.0,https://chalaoshi.de/t/282/
跨专业低风险,68.8,艺术体操（女：初级班）,陈莹莹,医学院,4.69,490,9.79,67,91.0,跨专业,2,8.5,4.2,https://chalaoshi.de/t/3482/
跨专业低风险,68.8,排舞,余保玲,公共体育与艺术部,4.65,500,9.88,126,92.9,跨专业,0,4.5,2.0,https://chalaoshi.de/t/1481/
跨专业低风险,68.8,视唱练耳,陈曦,控制科学与工程学院,4.37,484,9.9,142,28.9,跨专业,0,9.5,0.0,https://chalaoshi.de/t/1540/
跨专业低风险,68.7,小提琴艺术,周聪,公共体育与艺术部,4.46,500,9.53,96,43.8,跨专业,0,6.5,4.4,https://chalaoshi.de/t/227/
跨专业低风险,68.6,实验安全教育,谷长栋,材料科学与工程学院,4.75,423,6.29,14,78.6,跨专业,1,5.0,0.0,https://chalaoshi.de/t/2601/
跨专业低风险,68.6,法律谈判,周淳,光华法学院,4.69,239,6.62,89,44.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4470/
跨专业低风险,68.5,数学暑期学校A,张挺,数学科学学院,4.87,64,9.24,191,23.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1550/
跨专业低风险,68.5,大学写作——创意写作,朱首献,人文学院,4.32,491,9.91,162,33.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1491/
跨专业低风险,68.4,舞龙舞狮（初级）,姜凯,公共体育与艺术部,4.69,310,9.91,167,95.2,跨专业,0,15.5,10.9,https://chalaoshi.de/t/6151/
跨专业低风险,68.4,声音与新媒体传播,王婧,传媒与国际文化学院,4.68,195,9.34,37,29.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2406/
跨专业低风险,68.4,网球（初级班）,虞松坤,公共体育与艺术部,4.67,500,9.71,149,89.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5101/
跨专业低风险,68.2,网球（初级班）,楼恒阳,公共体育与艺术部,4.67,500,9.97,433,92.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2109/
跨专业低风险,68.2,前沿金融实务专题,朱燕建,经济学院,4.53,495,9.88,123,22.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1032/
跨专业低风险,68.2,社会学（UPA）,林融,公共管理学院,4.31,158,9.86,164,11.0,跨专业,0,10.0,3.6,https://chalaoshi.de/t/318/
跨专业低风险,68.1,社会主义发展史,刘同舫,马克思主义学院,4.32,500,9.69,44,20.5,跨专业,0,3.0,0.0,https://chalaoshi.de/t/4293/
跨专业低风险,68.0,武术(初级：以拳术为主）,朱莉,公共体育与艺术部,4.63,500,9.92,182,94.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1782/
跨专业低风险,68.0,跆拳道（初级）,王大庆,公共体育与艺术部,4.57,414,9.94,237,94.5,跨专业,0,11.5,3.6,https://chalaoshi.de/t/1746/
跨专业低风险,68.0,中国哲学原著研读,何善蒙,人文学院,4.45,277,9.76,344,11.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1509/
跨专业低风险,67.9,哲学导论,陈玮,人文学院,4.84,54,9.71,47,27.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4644/
跨专业低风险,67.9,色彩语言,王钟涛,人文学院,4.62,165,9.58,98,32.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3072/
跨专业低风险,67.8,药理学实验,曹戟,药学院,4.84,143,8.74,7,28.6,跨专业,1,0.0,0.0,https://chalaoshi.de/t/6317/
跨专业低风险,67.8,游泳（中级班）,杨永明,公共体育与艺术部,4.61,500,9.93,204,82.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1525/
跨专业低风险,67.6,药物科学研究实训,朱虹,药学院,4.54,315,8.48,5,0.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3495/
跨专业低风险,67.6,职业生涯规划B,蔡云,数学科学学院,4.37,500,9.98,614,30.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3671/
跨专业低风险,67.5,游泳（初级）,金雷,公共体育与艺术部,4.69,369,9.9,151,85.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1776/
跨专业低风险,67.5,马克思主义宗教学,何欢欢,人文学院,4.56,99,9.85,95,20.0,跨专业,0,5.5,2.4,https://chalaoshi.de/t/5038/
跨专业低风险,67.5,职业生涯规划,郑尧丽,本科生院,4.51,500,5.89,104,44.2,跨专业,0,15.0,4.0,https://chalaoshi.de/t/5849/
跨专业低风险,67.5,新中国史,赵晖,思想政治理论教学科研部,4.46,500,9.98,944,37.8,跨专业,0,5.0,3.6,https://chalaoshi.de/t/1546/
跨专业低风险,67.4,游泳（中级班）,赵峰,公共体育与艺术部,4.68,427,9.86,102,88.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6786/
跨专业低风险,67.4,现代仿生科学和工程导论,胡瑞芬,控制科学与工程学院,4.39,384,9.38,57,19.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1475/
跨专业低风险,67.3,舞龙舞狮,姜凯,公共体育与艺术部,4.61,500,9.91,167,95.2,跨专业,0,15.5,10.9,https://chalaoshi.de/t/6151/
跨专业低风险,67.3,事实核查,周睿鸣,传媒与国际文化学院,4.48,136,8.08,63,17.5,跨专业,0,10.5,1.2,https://chalaoshi.de/t/5466/
跨专业低风险,67.3,新闻编辑,汪凯,传媒与国际文化学院,4.38,476,9.84,90,6.7,跨专业,0,1.5,0.0,https://chalaoshi.de/t/1744/
跨专业低风险,67.2,汽车工程导论,姚栋伟,能源工程学院,4.78,93,9.34,18,55.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3117/
跨专业低风险,67.2,国际证券市场导论,王新宇,计算机科学与技术学院,4.62,184,5.59,26,42.3,跨专业,0,1.5,0.0,https://chalaoshi.de/t/1705/
跨专业低风险,67.2,广播电视学,黄广生,传媒与国际文化学院,4.59,263,9.51,26,26.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5931/
跨专业低风险,67.2,文化构成与创新设计,杨颖,计算机科学与技术学院,4.57,231,6.51,36,19.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/329/
跨专业低风险,67.2,大学生朋辈心理辅导,李娟,本科生院学生工作处,4.49,437,9.77,61,62.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4954/
跨专业低风险,67.2,土木、水利与交通工程导论,许贤,建筑工程学院,4.46,187,8.85,15,0.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3606/
跨专业低风险,67.2,比较媒介体制,周睿鸣,传媒与国际文化学院,4.42,210,8.08,63,17.5,跨专业,0,10.5,1.2,https://chalaoshi.de/t/5466/
跨专业低风险,67.1,社会主义发展史,吴旭平,思想政治理论教学科研部,4.32,500,9.97,587,58.9,跨专业,0,4.5,0.0,https://chalaoshi.de/t/1112/
跨专业低风险,67.1,中国共产党历史,甘均先,思想政治理论教学科研部,4.28,500,9.76,1072,44.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3426/
跨专业低风险,67.0,哲学导论,陈玮,外国语言文化与国际交流学院,4.84,54,8.79,15,26.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/235/
跨专业低风险,67.0,传统建筑测绘,王雷,建筑工程学院,4.57,196,9.48,28,10.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1598/
跨专业低风险,67.0,经济学文献选读与论文写作,梁友莎,经济学院,4.47,144,9.81,75,13.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4934/
跨专业低风险,66.9,跆拳道(中级班),王大庆,公共体育与艺术部,4.67,139,9.94,237,94.5,跨专业,0,11.5,3.6,https://chalaoshi.de/t/1746/
跨专业低风险,66.9,农业经济学研究方法导论,陈帅,公共管理学院,4.65,103,9.11,12,25.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5330/
跨专业低风险,66.9,马克思主义基本原理（H）,吴旭平,思想政治理论教学科研部,4.53,500,9.97,587,58.9,跨专业,0,1.5,2.2,https://chalaoshi.de/t/1112/
跨专业低风险,66.9,思想道德与法治,孙幼波,求是学院,4.52,235,8.99,97,49.5,跨专业,0,5.0,1.2,https://chalaoshi.de/t/3564/
跨专业低风险,66.8,世界科学技术史,王淼,物理学系,4.46,441,9.78,148,73.6,跨专业,0,14.0,1.0,https://chalaoshi.de/t/845/
跨专业低风险,66.7,乒乓球(初级班）,恽冰,公共体育与艺术部,4.48,500,9.9,204,86.8,跨专业,0,26.5,0.0,https://chalaoshi.de/t/1972/
跨专业低风险,66.6,药理学实验,朱丹雁,药学院,4.9,134,7.75,6,50.0,跨专业,1,0.0,0.0,https://chalaoshi.de/t/2026/
跨专业低风险,66.6,游泳(初级班）,赵峰,公共体育与艺术部,4.64,500,9.86,102,88.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6786/
跨专业低风险,66.6,出土文献研究,胡可先,人文学院,4.63,122,9.75,125,22.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/202/
跨专业低风险,66.6,游泳（中级班）,黄力,公共体育与艺术部,4.59,500,9.93,215,80.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1250/
跨专业低风险,66.6,中国社会史,吴铮强,人文学院,4.41,75,9.45,78,10.3,跨专业,0,8.0,3.6,https://chalaoshi.de/t/1790/
跨专业低风险,66.4,太极拳（初级班）,朱莉,公共体育与艺术部,4.62,233,9.92,182,94.5,跨专业,0,3.0,1.2,https://chalaoshi.de/t/1782/
跨专业低风险,66.3,排球,楼恒阳,公共体育与艺术部,4.78,133,9.97,433,92.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2109/
跨专业低风险,66.3,游泳（中级班）,鲁茜,公共体育与艺术部,4.63,500,9.89,137,89.1,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3631/
跨专业低风险,66.3,编辑出版学概论,陈洁,人文学院,4.61,96,9.39,35,25.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3343/
跨专业低风险,66.3,中国绘画史,高念华,公共体育与艺术部,4.32,500,9.97,504,41.5,跨专业,0,19.0,8.0,https://chalaoshi.de/t/3644/
跨专业低风险,66.2,当代语言学,汪运起,外国语言文化与国际交流学院,4.34,292,9.9,150,25.3,跨专业,0,4.5,0.0,https://chalaoshi.de/t/55/
跨专业低风险,66.1,职业生涯规划,蔡云,数学科学学院,4.49,500,9.98,614,30.5,跨专业,0,2.0,6.0,https://chalaoshi.de/t/3671/
跨专业低风险,66.1,新闻传播经典原著选读,邵志择,传媒与国际文化学院,4.39,336,9.6,116,10.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1262/
跨专业低风险,66.1,经济法理论与实务,周黎明,经济学院,4.2,500,9.99,1561,6.7,跨专业,0,22.5,10.6,https://chalaoshi.de/t/391/
跨专业低风险,66.0,药理学实验,罗沛华,药学院,4.82,125,7.58,10,30.0,跨专业,1,0.0,0.0,https://chalaoshi.de/t/3220/
跨专业低风险,66.0,艺术体操（女：初级）,陈莹莹,医学院,4.68,231,9.79,67,91.0,跨专业,2,8.5,4.2,https://chalaoshi.de/t/3482/
跨专业低风险,66.0,危机传播,纪盈如,传媒与国际文化学院,4.62,134,8.02,47,40.4,跨专业,0,4.0,1.0,https://chalaoshi.de/t/6976/
跨专业低风险,66.0,唐宋诗歌研究,咸晓婷,人文学院,4.43,307,8.82,83,26.5,跨专业,0,2.0,0.0,https://chalaoshi.de/t/2910/
跨专业低风险,65.9,形势与政策Ⅰ,潘贤林,能源工程学院,4.36,500,9.93,227,32.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3018/
跨专业低风险,65.9,社会学概论,林融,公共管理学院,4.31,75,9.86,164,11.0,跨专业,0,8.0,1.2,https://chalaoshi.de/t/318/
跨专业低风险,65.8,思想道德与法治,蔡云,数学科学学院,4.54,76,9.98,614,30.5,跨专业,0,1.0,1.0,https://chalaoshi.de/t/3671/
跨专业低风险,65.7,信号分析与处理综合实验,孙晖,电气工程学院,4.76,133,9.58,115,51.3,跨专业,1,0.0,0.0,https://chalaoshi.de/t/177/
跨专业低风险,65.7,戏剧影视艺术,徐群晖,传媒与国际文化学院,4.72,304,1.8,67,52.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1821/
跨专业低风险,65.7,网球（初级班）,楼恒阳,教育学院,4.67,500,,0,,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4071/
跨专业低风险,65.7,皮划艇（初级）,许亚萍,公共体育与艺术部,4.58,159,9.91,247,91.1,跨专业,0,23.0,0.0,https://chalaoshi.de/t/1084/
跨专业低风险,65.7,乒乓球（中级班）,陈烽,公共体育与艺术部,4.55,128,9.97,448,74.1,跨专业,0,15.0,2.0,https://chalaoshi.de/t/8/
跨专业低风险,65.7,乒乓球（初级）,恽冰,公共体育与艺术部,4.47,375,9.9,204,86.8,跨专业,0,26.5,0.0,https://chalaoshi.de/t/1972/
跨专业低风险,65.7,管理沟通,应天煜,管理学院,4.26,402,9.46,47,36.2,跨专业,0,6.0,0.0,https://chalaoshi.de/t/4121/
跨专业低风险,65.6,篮球（中级班）,董晓虹,公共体育与艺术部,4.61,500,9.91,172,92.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/989/
跨专业低风险,65.6,当代宗教哲学,王桂彩,人文学院,4.61,209,9.22,32,62.5,跨专业,0,2.0,0.0,https://chalaoshi.de/t/3004/
跨专业低风险,65.6,经济法案例研习,郑观,法学院,4.5,268,9.75,66,21.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1927/
跨专业低风险,65.5,社会创新Lab,苗青,公共管理学院,4.99,37,8.52,129,51.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1364/
跨专业低风险,65.5,啦啦操,郭虹,公共体育与艺术部,4.74,500,8.85,176,91.5,跨专业,0,4.0,4.5,https://chalaoshi.de/t/691/
跨专业低风险,65.5,流场分析,谢海波,机械工程学院,4.65,308,8.71,24,70.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3383/
跨专业低风险,65.5,武术（初级：以拳术为主）,朱莉,公共体育与艺术部,4.58,367,9.92,182,94.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1782/
跨专业低风险,65.5,游泳(初级班）,黄力,公共体育与艺术部,4.57,417,9.93,215,80.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1250/
跨专业低风险,65.5,体育舞蹈,余保玲,公共体育与艺术部,4.55,500,9.88,126,92.9,跨专业,0,2.0,0.0,https://chalaoshi.de/t/1481/
跨专业低风险,65.5,伦理学原理与实践,刘于思,传媒与国际文化学院,4.5,150,9.89,139,10.8,跨专业,1,0.0,0.0,https://chalaoshi.de/t/121/
跨专业低风险,65.5,世界科学技术史,王淼,人文学院,4.46,441,9.19,135,80.7,跨专业,0,28.0,4.6,https://chalaoshi.de/t/4245/
跨专业低风险,65.5,视唱练耳,陈列,公共体育与艺术部,4.36,377,9.88,499,44.3,跨专业,0,32.0,26.3,https://chalaoshi.de/t/194/
跨专业低风险,65.5,职业生涯规划A,蔡云,数学科学学院,4.36,246,9.98,614,30.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3671/
跨专业低风险,65.5,史学导论,孙英刚,人文学院,4.24,145,9.12,14,0.0,跨专业,0,6.0,0.0,https://chalaoshi.de/t/5525/
跨专业低风险,65.4,剑术,朱莉,公共体育与艺术部,4.59,179,9.92,182,94.5,跨专业,0,5.0,1.2,https://chalaoshi.de/t/1782/
跨专业低风险,65.4,大学生朋辈心理辅导,潘贤林,化学系,4.45,296,9.58,31,35.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5162/
跨专业低风险,65.3,汽车工程导论,黄钰期,能源工程学院,4.78,93,8.28,16,68.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3205/
跨专业低风险,65.3,职业生涯规划,马婕,求是学院,4.47,263,9.48,71,50.7,跨专业,0,3.0,0.0,https://chalaoshi.de/t/2447/
跨专业低风险,65.3,中国历史专题,陈志坚,人文学院,4.38,125,9.65,98,8.2,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1773/
跨专业低风险,65.2,探究性与创新性实验,彭宇,建筑工程学院,4.61,216,8.83,8,50.0,跨专业,1,3.5,0.0,https://chalaoshi.de/t/3645/
跨专业低风险,65.2,乒乓球（高级班）,恽冰,公共体育与艺术部,4.53,182,9.9,204,86.8,跨专业,0,26.5,0.0,https://chalaoshi.de/t/1972/
跨专业低风险,65.1,美学导论,林玮,传媒与国际文化学院,4.85,72,6.1,91,50.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4679/
跨专业低风险,65.1,古典与流行音乐鉴赏,陈曦,控制科学与工程学院,4.55,62,9.9,142,28.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1540/
跨专业低风险,65.1,药物科学研究实训,张翔南,药学院,4.54,315,7.63,44,25.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2455/
跨专业低风险,65.1,土木、水利与交通工程导论,肖南,建筑工程学院,4.46,187,7.76,25,8.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2405/
跨专业低风险,65.1,自我探索与心理成长,李娟,本科生院学生工作处,4.45,312,9.77,61,62.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4954/
跨专业低风险,65.0,社区卫生服务,王建安,医学院,4.79,157,8.04,5,20.0,跨专业,2,0.0,0.0,https://chalaoshi.de/t/108/
跨专业低风险,65.0,游泳(初级班）,鲁茜,公共体育与艺术部,4.59,500,9.89,137,89.1,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3631/
跨专业低风险,65.0,数值计算方法,施建峰,能源工程学院,4.55,170,8.92,9,11.1,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3818/
跨专业低风险,65.0,乒乓球（中级班）,恽冰,公共体育与艺术部,4.46,331,9.9,204,86.8,跨专业,0,26.5,0.0,https://chalaoshi.de/t/1972/
跨专业低风险,64.9,社会调查,朱首献,人文学院,4.93,18,9.91,162,33.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1491/
跨专业低风险,64.9,全生命周期健康II,舒强,医学院,4.88,258,,0,,跨专业,2,0.0,0.0,https://chalaoshi.de/t/5832/
跨专业低风险,64.9,课程综合实践Ⅱ,黄正行,生物医学工程与仪器科学学院,4.72,79,9.38,38,15.8,跨专业,1,0.0,0.0,https://chalaoshi.de/t/3761/
跨专业低风险,64.8,商事案例研习,周淳,光华法学院,4.87,83,6.62,89,44.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4470/
跨专业低风险,64.8,大学生朋辈心理辅导,蔡云,计划财务处,4.59,307,,0,,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4349/
跨专业低风险,64.8,药物科学研究实训,余露山,药学院,4.54,315,4.01,7,14.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/863/
跨专业低风险,64.8,人文社科概论,朱天飚,社会科学研究院,4.5,41,9.68,42,11.9,跨专业,0,3.0,0.0,https://chalaoshi.de/t/5321/
跨专业低风险,64.8,西方文论,朱首献,人文学院,4.47,78,9.91,162,33.3,跨专业,0,2.5,0.0,https://chalaoshi.de/t/1491/
跨专业低风险,64.8,中国近现代史纲要（H）,尤云弟,思想政治理论教学科研部,4.38,185,9.98,678,35.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3735/
跨专业低风险,64.8,文学理论,朱首献,人文学院,4.33,500,9.91,162,33.3,跨专业,0,7.5,7.7,https://chalaoshi.de/t/1491/
跨专业低风险,64.7,中国共产党历史,陈丹,马克思主义学院,4.33,500,9.85,121,71.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6497/
跨专业低风险,64.6,汽车工程导论,俞小莉,能源工程学院,4.78,93,,0,,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2708/
跨专业低风险,64.6,汽车工程导论,朱绍鹏,控制科学与工程学院,4.78,93,,0,,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4247/
跨专业低风险,64.6,汽车工程导论,郑旭,能源工程学院,4.78,93,,0,,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5962/
跨专业低风险,64.6,艺术实训与展演——书画篆刻Ⅰ,高念华,公共体育与艺术部,4.61,37,9.97,504,41.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3644/
跨专业低风险,64.6,大学生朋辈心理辅导,孙大雁,求是学院,4.45,352,9.01,28,46.4,跨专业,0,0.0,0.0,https://chalaoshi.de/t/4465/
跨专业低风险,64.6,哲学问题,王礼平,人文学院,4.37,188,9.85,96,24.0,跨专业,0,7.5,4.0,https://chalaoshi.de/t/128/
跨专业低风险,64.6,移动通信技术与社会变迁,余官定,信息与电子工程学院,4.34,182,9.81,95,21.1,跨专业,0,1.5,0.0,https://chalaoshi.de/t/3479/
跨专业低风险,64.6,宏观经济学（甲）,蔡庆兵,经济学院,4.19,500,9.96,415,12.3,跨专业,0,1.5,2.0,https://chalaoshi.de/t/452/
跨专业低风险,64.5,社会调查,史文磊,人文学院,4.99,23,9.12,38,15.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1823/
跨专业低风险,64.5,英语演讲,陈艳华,外国语言文化与国际交流学院,4.55,194,9.88,121,44.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/793/
跨专业低风险,64.5,土木、水利与交通工程导论,吴珂,建筑工程学院,4.46,187,9.32,18,27.8,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2850/
跨专业低风险,64.5,创业基础,黄凌霞,动物科学学院,4.44,330,9.37,26,84.6,跨专业,0,9.0,4.8,https://chalaoshi.de/t/3630/
跨专业低风险,64.5,大学写作——写作·社会,马高明,公共管理学院,4.39,429,9.49,25,36.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6940/
跨专业低风险,64.4,前沿数学专题讨论,毕惟红,数学科学学院,4.78,54,9.39,417,30.9,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1/
跨专业低风险,64.4,健美操（初级班）,朱晓龙,公共体育与艺术部,4.65,500,9.27,148,81.1,跨专业,0,0.0,1.2,https://chalaoshi.de/t/402/
跨专业低风险,64.4,集成电路导论,张睿,信息与电子工程学院,4.63,46,9.11,30,6.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5115/
跨专业低风险,64.4,网球（中级班）,虞松坤,公共体育与艺术部,4.57,370,9.71,149,89.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/5101/
跨专业低风险,64.4,中西人文精神与文学精神,朱首献,人文学院,4.31,348,9.91,162,33.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1491/
跨专业低风险,64.3,司法实习,李永明,法学院,4.87,165,4.38,14,35.7,跨专业,2,0.0,0.0,https://chalaoshi.de/t/1219/
跨专业低风险,64.3,啦啦操（中级班）,郭虹,公共体育与艺术部,4.83,181,8.85,176,91.5,跨专业,0,4.0,4.5,https://chalaoshi.de/t/691/
跨专业低风险,64.3,工程导论,孔寒冰,公共管理学院,4.7,126,,0,,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3553/
跨专业低风险,64.3,历史社会学,张弛,人文学院,4.54,60,9.31,95,34.7,跨专业,0,2.0,0.0,https://chalaoshi.de/t/2612/
跨专业低风险,64.3,中国近现代史纲要（H）,甘均先,思想政治理论教学科研部,4.32,278,9.76,1072,44.2,跨专业,0,2.5,0.0,https://chalaoshi.de/t/3426/
跨专业低风险,64.2,数学暑期学校B,张挺,数学科学学院,4.71,58,9.24,191,23.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1550/
跨专业低风险,64.2,药物研发综合实验,盛荣,药学院,4.66,420,7.55,21,52.4,跨专业,1,0.0,0.0,https://chalaoshi.de/t/2384/
跨专业低风险,64.2,药物科学研究实训,李丹,药学院,4.55,200,8.83,8,25.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3665/
跨专业低风险,64.2,粮食安全与能源安全,龚斌磊,公共管理学院,4.54,126,9.37,23,30.4,跨专业,0,7.0,5.4,https://chalaoshi.de/t/5315/
跨专业低风险,64.2,皮划艇,许亚萍,公共体育与艺术部,4.51,182,9.91,247,91.1,跨专业,0,23.0,0.0,https://chalaoshi.de/t/1084/
跨专业低风险,64.2,思想道德与法治,彭鹏,马克思主义学院,4.46,500,9.93,224,83.0,跨专业,0,0.0,0.0,https://chalaoshi.de/t/6874/
跨专业低风险,64.2,托福写作,傅莹,外国语言文化与国际交流学院,4.23,324,9.95,309,28.8,跨专业,0,2.0,0.0,https://chalaoshi.de/t/1384/
跨专业低风险,64.1,汽车工程导论,朱绍鹏,能源工程学院,4.78,93,5.29,12,66.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1051/
跨专业低风险,64.1,供应链整合,霍宝锋,管理学院,4.74,61,8.42,8,12.5,跨专业,0,0.0,0.0,https://chalaoshi.de/t/2972/
跨专业低风险,64.1,无线网络应用,张昱,信息与电子工程学院,4.33,500,9.94,249,56.2,跨专业,0,10.0,5.9,https://chalaoshi.de/t/1347/
跨专业低风险,64.1,中国近现代史纲要,甘均先,思想政治理论教学科研部,4.27,500,9.76,1072,44.2,跨专业,0,2.5,0.0,https://chalaoshi.de/t/3426/
跨专业低风险,64.0,药物科学研究实训,杨晓春,药学院,4.54,315,7.77,6,33.3,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1574/
跨专业低风险,64.0,汽车导论,熊树生,能源工程学院,4.53,91,9.65,38,31.6,跨专业,0,0.0,0.0,https://chalaoshi.de/t/3242/
跨专业低风险,64.0,先进控制基础,王雷,建筑工程学院,4.51,141,9.48,28,10.7,跨专业,0,0.0,0.0,https://chalaoshi.de/t/1598/
